timestamp,open,low,high,close,volume
2001-04-16,312.0,308.0,312.0,312.0,1651259.0
2001-04-17,308.0,303.0,312.0,312.0,707682.0
2001-04-18,303.0,289.0,303.0,298.0,3824312.0
2001-04-19,298.0,252.0,303.0,262.0,16396276.0
2001-04-20,252.0,225.0,252.0,243.0,17889910.0
2001-04-23,229.0,229.0,243.0,239.0,9498817.0
2001-04-24,239.0,234.0,239.0,239.0,3208487.0
2001-04-25,239.0,239.0,266.0,252.0,50466136.0
2001-04-26,239.0,239.0,266.0,252.0,50466136.0
2001-04-27,248.0,248.0,262.0,262.0,42402795.0
2001-04-30,262.0,252.0,271.0,271.0,49233942.0
2001-05-01,271.0,262.0,280.0,266.0,79205549.0
2001-05-02,262.0,262.0,271.0,271.0,19616721.0
2001-05-03,271.0,266.0,280.0,280.0,43163200.0
2001-05-04,275.0,275.0,280.0,280.0,16137010.0
2001-05-07,280.0,280.0,280.0,280.0,0.0
2001-05-08,280.0,275.0,280.0,275.0,6009866.0
2001-05-09,271.0,266.0,275.0,275.0,8336196.0
2001-05-10,271.0,262.0,271.0,266.0,8700908.0
2001-05-11,262.0,262.0,266.0,266.0,3638423.0
2001-05-14,266.0,257.0,266.0,262.0,2645384.0
2001-05-15,262.0,257.0,266.0,262.0,3629183.0
2001-05-16,266.0,266.0,271.0,271.0,8278037.0
2001-05-17,275.0,266.0,275.0,271.0,5918008.0
2001-05-18,271.0,266.0,271.0,266.0,2010535.0
2001-05-21,262.0,262.0,271.0,266.0,3579721.0
2001-05-22,271.0,266.0,271.0,271.0,2681258.0
2001-05-23,266.0,266.0,271.0,271.0,1755074.0
2001-05-24,271.0,271.0,271.0,271.0,0.0
2001-05-25,271.0,271.0,280.0,275.0,19900446.0
2001-05-28,275.0,271.0,275.0,271.0,11054958.0
2001-05-29,280.0,280.0,344.0,340.0,156482092.0
2001-05-30,349.0,344.0,377.0,349.0,157442518.0
2001-05-31,354.0,349.0,377.0,349.0,125064139.0
2001-06-01,349.0,326.0,358.0,340.0,47144050.0
